"id","name-norwegian","group-number","group-norwegian","type","fci-status","cacib","name-english","group-english","country","url-image","url-fci","url-nkk"
"113","Briard",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://upload.wikimedia.org/wikipedia/commons/6/60/Briard_fauve.JPG",,
"000","Chodsky pes",1,"1 – Bruks- hyrde- og gjeterhunder",,"not approved","no",,,,"https://fs2-ct24.ceskatelevize.cz/image/Y2U0ZWQ2ZjNlMDk0NjUyOA4bOzyHPBXAq6QCXGW3HZ7QnO83rRcKliZgEWJxSldDFTVnCaSSSGoFSbesBIBCSAuRJHV7tDcxBGnPrXlVhI_s6NPqZesQyjID2u7tBKFhfcRwvLcryKRROD7u8HvAyQ.jpg?width=768",,
"296","Collie langhåret",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://billeder.bazoom.dk/hunde/galleri/295/l/1473836/collie-langhaaret-lapinettes-fire-it-up.jpg",,
"156","Collie korthåret",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"http://www.collie.dk/xdoc/333/fotoalbum/2260/DCK.T%C3%B6rnskogensXBvlgariXFemme.jpg",,
"015","Groenedael",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://d1uds7lne6pawy.cloudfront.net/img/posts/post-img-5e52768f3d1f9.jpg",,
"223","Hollandsk gjeterhund korthåret",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://b3310731.smushcdn.com/3310731/wp-content/uploads/2023/09/hollandsk-gjeterhund-lek-1024x683.jpg?lossy=2&strip=1&webp=1",,
"223","Hollandsk gjeterhund langhåret",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"http://hollenderklubben.com/wp-content/uploads/2017/06/trontoppens-avita1-1024x685.jpg",,
"223","Hollandsk gjeterhund strihåret",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://rasehund.no/bilder/hundebilder/20/image/l_WKYSMJPGIK1021201014531.jpg",,
"347","Hvit gjeterhund",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://wallpaperaccess.com/full/3767359.jpg",,
"087","Katalansk gjeterhund",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://globaldogbreeds.com/uploads/gallery/1625574998_4679_Catalan%20Sheepdog%20Images.jpg",,
"053","Komodor",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://www.dogs-wallpapers.eu/dog/komondor-white.jpg",,
"277","Kroatisk gjeterhund",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://rasehund.no/bilder/hundebilder/24/image/l_UVALKKINEC1221201091749.jpg",,
"015","Laekenois",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2020/06/30155954/Belgian-Laekenois-standing-in-a-field.20200625222043139.jpg",,
"000","Lancashire heeler",1,"1 – Bruks- hyrde- og gjeterhunder",,"provisional","no",,,,"https://hundefunde.de/wp-content/uploads/2021/12/Lancashire-Heeler-_-Titelbild.jpg",,
"015","Malinios",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://post.bark.co/wp-content/uploads/2022/09/Belgian-Malinoisft-1.jpg",,
"321","Mallorcansk gjeterhund",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://rasehund.no/bilder/hundebilder/28/image/l_WNFBAZLWDD10132008175353.JPG",,
"201","Maremma",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://www.thekennelclub.org.uk/media/1475/maremma-sheepdog-standing.jpg?mode=pad&width=1000&rnd=132140629110000000",,
"367","Miniature american shepherd",1,"1 – Bruks- hyrde- og gjeterhunder",,"not approved","no",,,,"https://www.skk.se/contentassets/ef9e5a8f4f35407fa45a4d15194b0882/155-miniature-american-shepherd.jpg",,
"238","Mudi",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://www.petpaw.com.au/wp-content/uploads/2015/04/Mudi-is-standing-and-smiling-2.jpg",,
"016","Old english sheepdog",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://i0.wp.com/www.wagpets.com/wp-content/uploads/2021/04/old-english-sheepdog-a-lively-intelligent-breed.jpeg?w=1334&ssl=1",,
"176","Picard",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://animalsbreeds.com/wp-content/uploads/2015/01/Berger-Picard-3.jpg",,
"251","Polsk owczarek nizinny",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://khkg.dk/images/Cache/e809ef4c-ecac-4ef9-8eb4-f65782f3fbe2.jpg",,
"252","Polsk owczarek podhalanski",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://sklepzkarmami.pl/poradnik/wp-content/uploads/2022/02/owczarek_odhalanski-1200x800.jpg",,
"093","Portugisisk gjeterhund",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/19232040/Black-Portuguese-Sheepdog-standing-outdoors-in-the-grass.jpg",,
"055","Puli",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://www.thesprucepets.com/thmb/S2l8pVDxKunI_ib6xfrNDB7pYJg=/2119x1415/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-1132440532-4cbe7d4df091453bafcd52ce32cb3342.jpg",,
"056","Pumi",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"http://www.petpaw.com.au/wp-content/uploads/2014/10/pumi-dog-6.jpg",,
"141","Pyreneisk gjeterhund",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://rasehund.no/bilder/hundebilder/38/image/l_CKYHVLHJUH5202011154653.jpg",,
"138","Pyreneisk gjeterhund korthåret hode",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://www.thekennelclub.org.uk/media/4425/pyrenean-sheepdog-smooth-faced-1.jpg?mode=pad&width=1000&rnd=132600400680000000",,
"349","Romanian carpathian shepherd dog",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://www.101dogbreeds.com/wp-content/uploads/2016/04/Romanian-Carpathian-Shepherd-Dog.jpg",,
"311","Saarloos wolfhond",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://www.dogmal.com/wp-content/uploads/2018/06/Saarloos-Wolfdog.jpg",,
"313","Schapendoes",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://www.tieranzeigen.at/magazin/hunde/hunderassen/schapendoes/schapendoes-xl.jpg",,
"083","Schipperke",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://www.dailypaws.com/thmb/UoqxDJ1ovamYc5iMuEf_UYIV2eM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/schipperke-standing-with-apples-square-crop-397087622-e782462c58ed4818a17260c71b696472.jpg",,
"166","Schäferhund",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://www.haustierratgeber.de/wp-content/uploads/2016/02/Deutscher-Sch%C3%A4ferhund.png",,
"088","Shetland sheepdog",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://fishsubsidy.org/wp-content/uploads/2020/01/shetland-sheepdog-temprament.jpg",,
"142","Slovakisk cuvac",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://img.dog-learn.com/dog-breeds/slovak-cuvac/images/white-slovak-cuvac.jpg",,
"326","Sydrussisk ovtcharka",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Owczarek_pooo%C5%82udnioworosyjski_ju%C5%BCak_p.jpg/1920px-Owczarek_pooo%C5%82udnioworosyjski_ju%C5%BCak_p.jpg",,
"015","Tervuren",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://assets.orvis.com/is/image/orvisprd/AdobeStock_85765461",,
"332","Tsjekkoslovakisk ulvehund",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://www.101dogbreeds.com/wp-content/uploads/2015/04/Czechoslovakian-Vlcak-Dog.jpg",,
"054","Ungarsk kuvasz",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://www.dogzone.com/images/breeds/hungarian-kuvasz-800.jpg",,
"n/a","East European Shepherd Vostochno-Evropeiskaya Ovcharka",1,"1 – Bruks- hyrde- og gjeterhunder",,"not approved","no",,,,"https://upload.wikimedia.org/wikipedia/commons/1/1c/Vostochno_Evropeiskaya_Ovcharka.jpg",,
"038","Welsh corgi cardigan",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://www.thesprucepets.com/thmb/cK8pC72E-J1kol3Xd3qbctH7URk=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-506513232-ddf4848f66de48c1b0b9a82ace2dddce.jpg",,
"039","Welsh corgi pembroke",1,"1 – Bruks- hyrde- og gjeterhunder",,,,,,,"https://animalsbreeds.com/wp-content/uploads/2014/11/Pembroke-Welsh-Corgi-2.jpeg",,
"000","Working keplie",1,"1 – Bruks- hyrde- og gjeterhunder",,"not approved","no",,,,"https://i0.wp.com/working-kelpie.com/wp-content/uploads/2021/04/2-Working-Kelpie-Brueder-stand-03-2014.jpg?w=1590&ssl=1",,
,,,,,,,,,,,,
"186","Affenpinscher",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://animalsbreeds.com/wp-content/uploads/2014/09/Affenpinscher-9.jpg",,
"247","Aidi",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://planetacan.com/assets/img/razas/2012/05/31/1440/aidi-b1.jpg",,
"331","Anatolisk gjeterhund",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://media.snl.no/media/23174/standard_Anatolsk_gjeterhund.jpg",,
"046","Appenzeller sennenhund",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.zooplus.de/magazin/wp-content/uploads/2017/03/appenzeller-sennenhund-im-grass.jpg",,
"292","Argentinsk dogge",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.nieuwehond.nl/wp-content/uploads/2016/09/Argentijnse-Dod-dogo-argentino.jpg",,
"045","Berner sennenhund",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.zooroyal.de/magazin/wp-content/uploads/2017/02/berner-sennenhund-760x570.jpg",,
"116","Bordeaux dogge",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.mein-haustier.de/wp-content/uploads/2019/02/shutterstock_197563469-komprimiert.jpg",,
"144","Boxer",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://dogsloveusmore.com/wp-content/uploads/2019/12/83767782_s.jpg",,
"315","Broholmer",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://upload.wikimedia.org/wikipedia/commons/d/d0/Ivarr.JPG",,
"157","Bullmastiff",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.mein-haustier.de/wp-content/uploads/2017/12/Bullmastiff-stehend.jpg",,
"343","Cane corse",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.zooplus.be/magazine/wp-content/uploads/2018/12/cane-corso-2.jpg",,
"170","Castro laboreirohund",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://brit-petfood.com/file/nodes/product/castrolaboreirsky%20pastevecky%20pes.JPG",,
"356","Dansk-svensk gårdshund",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,"provisional","no",,,,"https://skadi.se/wp-content/uploads/2019/09/betty2.jpg",,
"143","Dobermann",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.zooplus.de/magazin/wp-content/uploads/2017/03/dobermann-huendin-schwarz-auf-wiese.jpg",,
"346","Dogo canario",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder","Molosser",,,,,,"https://www.canibest.com/www/canibest/static/images/illustrations/fiche-race-chien-dogo-canario.jpg",,
"185","Dvergpinscher",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://upload.wikimedia.org/wikipedia/commons/a/a1/Miniature_pinscher.jpg",,
"183","Dvergschnauzer hvit",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://2.bp.blogspot.com/-vfI40KXdhaU/UUoRXVAwNEI/AAAAAAAABWY/VJa3X9rbedU/s1600/white+Miniature+Schnauzer.jpg",,
"183","Dvergschnauzer salt-pepper",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://nsbk.no/wp-content/uploads/2017/09/dvergschnauzer-1-700x492.jpg",,
"183","Dvergschnauzer sort",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.dogster.com/wp-content/uploads/2024/03/miniature-schnauzer-black-dog-standing-outdoors_AnnaZhidkova_shutterstock.jpeg",,
"183","Dvergschnauzer sort-sølv",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://i.pinimg.com/originals/c3/ee/de/c3eede6b210cc3551e933a99414ab775.jpg",,
"149","Engelsk bulldog",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://upload.wikimedia.org/wikipedia/commons/b/bf/Bulldog_inglese.jpg",,
"264","Engelsk mastiff",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.petpaw.com.au/wp-content/uploads/2015/01/English-Mastiff-Dog1.jpg",,
"047","Entlebucher sennenhund",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://upload.wikimedia.org/wikipedia/commons/f/ff/Elio_v_Schaerlig_im_Juni_2007_klein.jpg",,
"225","Fila brasileiro",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.thesprucepets.com/thmb/-9bQaDwuSZxKrKYM-_GDySDxLgE=/4000x2667/filters:fill(auto,1)/fila-brasileiro-dog-portrait--summer-forest-scene-1203325840-d1ea372ac9e145f78e22ba85d71a0f1f.jpg",,
"235","Grand danios",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.caonosso.pt/wp-content/uploads/2021/01/Grand-Danois-6.jpg",,
"058","Grosser schweizer sennenhund",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://4.bp.blogspot.com/-ni0tifzlTpo/U09RTsTPchI/AAAAAAAAKyA/J7PjbVgT-Rw/s1600/gran-boyero-suizo.jpg",,
"190","Hovawart",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.thesprucepets.com/thmb/AMEXKDAKdttdzI6kzyc6rIJZ1c8=/2121x1414/filters:fill(auto,1)/GettyImages-1137629286-e3a097df694e46eaad1980bfb9ccad24.jpg",,
"278","Karst gjeterhund",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://planetacan.com/assets/img/razas/2013/08/06/1866/pastor-de-karst-b1.jpg",,
"328","Kaukasisk ovtcharka",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://learnrussianlanguage.net/wp-content/uploads/2019/07/4c8bbf7814f1aedac16e66f46fe6b0cd-1024x862.jpg",,
"226","Landseer",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.mascotarios.org/wp-content/uploads/2011/05/Landseer.jpg",,
"145","Leonberger",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://upload.wikimedia.org/wikipedia/commons/b/b2/Leonberger_Huendin.JPG",,
"197","Napolitansk mastiff",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.animales.website/wp-content/uploads/2017/03/Mast%C3%ADn-napolitano-768x552.jpg",,
"050","Newfoundlandshund",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.thesprucepets.com/thmb/--2mAguIGgDlDoh5AZBQQzLEbS0=/2121x1414/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-1264319646-e3e3ef0aabb24abda7edc744f91711eb.jpg",,
"249","Perro dogo mallorquin",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/ZarcoBruno2015.jpg/1920px-ZarcoBruno2015.jpg",,
"184","Pinscher (mellompinscher)",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.zooplus.de/magazin/wp-content/uploads/2017/03/fotolia_131415000.jpg",,
"137","Pyreneerhund",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://billeder.bazoom.dk/hunde/galleri/105/l/523823/pyreneerhund-sandybears-esibelle.jpg",,
"092","Pyreneisk mastiff",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://images.fineartamerica.com/images-medium-large-5/2-pyrenean-mastiff-jean-michel-labat.jpg",,
"096","Rafeiro do Alentejo",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/20180609/Rafeiro-do-Alentejo-standing-outdoors-in-a-field-1.jpg",,
"181","Riesenschnauzer salt-pepper",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://lirp.cdn-website.com/f8225a76/dms3rep/multi/opt/Czeslaw-1920w.jpg",,
"181","Riesenschnauzer sort",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.dogsis.com/wp-content/Giant-Schnauzer-posing2.jpg",,
"147","Rottweiler",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://animalsbreeds.com/wp-content/uploads/2018/05/Rottweiler.jpg",,
"327","Russisk sort terrier",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://a-z-animals.com/media/Black-Russian-Terrier-profile.jpg",,
"061","Sankt bernhardshund korthåret",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"http://www.kennel-bie.dk/wp-content/uploads/2014/11/Milan-2.jpg",,
"061","Sankt bernhardshund langhåret",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://hunderacer.dk/gallery_images_big/sankt-bernhardshund-star-i-sneed-12990.jpg",,
"041","Sarplaninac",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Szarplaninac_t5645.jpg/1280px-Szarplaninac_t5645.jpg",,
"182","Schnauzer salt-pepper",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.nkk.no/getfile.php/136092-1486106291/Bilder/Rasebilder/Schnauzer%20salt_pepper/Schnauzer%20salt%20og%20pepper_LB_9357_kat_nr_1022_D4A2012.jpg%20%28dog_race_profile%29.jpg",,
"182","Schnauzer sort",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.nkk.no/getfile.php/136113-1486106325/Bilder/Rasebilder/Schnauzer%20sort/Schnauzer%20sort_Vibeke%20Brath.jpg%20%28dog_race_profile%29.jpg",,
"335","Sentralasiatisk ovtcharka",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.dehunderassen.de/uploads/thumbs/720x568-resize/dog/826/zentralasiatischer-owtscharka-14104.jpg",,
"173","Serra da estrelahund",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://cdn.fotofits.com/petzlover/gallery/img/l/estrela-mountain-dog-842315.jpg",,
"173","Serra da estrelahund korthåret",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://i.pinimg.com/736x/b2/2c/85/b22c854a33666a4e2eb1ae3c3ff49d7b.jpg",,
"309","Shar pei",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.infoescola.com/wp-content/uploads/2010/10/Shar-Pei_220520443.jpg",,
"308","Smoushond",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://dogbreeds.wiki/uploads/d/dutch-smoushond-photo-2.jpg",,
"357","Southeastern European Shepherd Bucovina",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,"provisional","no",,,,"https://upload.wikimedia.org/wikipedia/commons/d/dd/Bucovina_Sheepdog.jpg",,
"091","Spansk mastiff",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.thesprucepets.com/thmb/x3IdamoagEPvEPn34NoEcpIJleM=/3352x2394/filters:fill(auto,1)/GettyImages-1177810627-8c8388c3b397448a97771a4bcd05a483.jpg",,
"230","Tibetansk mastiff",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.thesprucepets.com/thmb/jschPYYgX2Z2R04YkFt_HBIblJw=/1566x1044/filters:fill(auto,1)/GettyImages-1214648223-a185de9c88984ca69f1ac720bdea6efe.jpg",,
"260","Tosa",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.thesprucepets.com/thmb/7vfdPrsVcKbgSDMzXJFC7ZkUeqw=/2121x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-694247536-f5b172a3eae0498f86cb72933ba54224.jpg",,
"064","Østerrisk pinscher",2,"2 – Pinscher- schnauzer- molosser- og sennenhunder",,,,,,,"https://www.101dogbreeds.com/wp-content/uploads/2017/06/Austrian-Pinscher-Images.jpg",,
,,,,,,,,,,,,
"007","Airedale terrier",3,"3 – Terriere",,,,,,,"https://www.thesprucepets.com/thmb/miCNFMt_9QeC8Jfd5ptlYUluFmA=/1880x0/filters:no_upscale():max_bytes(150000):strip_icc()/AiredaleTerrierGettyImages-504911778kamil-9a9e95a1f0674cf0818dc4be2770e07d.jpg",,
"000","Amerikansk nakenterrier",3,"3 – Terriere",,"not approved","no",,,,"https://norskterrierklub.no/Userfiles/Sites/images/AmStaff/IGGY.jpg",,
"286","Amerikansk Staffordshire terrier",3,"3 – Terriere",,,,,,,"https://www.selectadogbreed.com/media/1011/americanstaffordshireterrier_adult.jpg",,
"008","Australsk terrier",3,"3 – Terriere",,,,,,,"https://www.infoescola.com/wp-content/uploads/2013/05/Terrier-Australiano_417431095.jpg",,
"009","Bedlington terrier",3,"3 – Terriere",,,,,,,"https://www.agila.de/images/magazin/full/bedlington-terrier-full-818x522.jpg",,
"010","Border terrier",3,"3 – Terriere",,,,,,,"https://images.wagwalkingweb.com/media/breed/border-terrier/hero/border-terrier.jpg",,
"341","Brasiliansk terrier",3,"3 – Terriere",,,,,,,"https://manchester-brasileiro.pl/files/brazilian-terrier.jpg",,
"011","Bull terrier",3,"3 – Terriere",,,,,,,"https://fofuxo.com.br/_upload/galleries/2013/04/01/bull-terrier-515988065763e.jpg",,
"004","Cairn terrier",3,"3 – Terriere",,,,,,,"https://media-be.chewy.com/wp-content/uploads/2021/06/02135147/Cairn-Terrier-FeaturedImage.jpg",,
"246","Cesky terrier",3,"3 – Terriere",,,,,,,"https://terrierplanet.com/wp-content/uploads/2020/09/Cesky-Terrier-Images.jpg",,
"168","Dandie dinmont terrier",3,"3 – Terriere",,,,,,,"https://www.houdenvanhonden.nl/globalassets/rassen/fci-3/dandie-dinmont-terrier/ddt-ou-0014.jpg",,
"013","Engelsk toy terrier",3,"3 – Terriere",,,,,,,"https://www.tieranzeigen.at/magazin/hunde/hunderassen/english-toy-terrier/english-toy-terrier-xl.jpg",,
"012","Fox terrier glatthåret smooth",3,"3 – Terriere",,,,,,,"https://animalsbreeds.com/wp-content/uploads/2014/12/Smooth-Fox-Terrier-2.jpg",,
"169","Fox terrier ruhåret wire",3,"3 – Terriere",,,,,,,"https://nosamisleschiens.fr/wp-content/uploads/2014/12/fox-terrier.jpeg",,
"302","Irish Glen of Imaal terrier",3,"3 – Terriere",,,,,,,"https://www.nkk.no/getfile.php/132263244-1576844468/Bilder/Rasebilder/Irish%20glen%20of%20imaal%20terrier/IMG-3278%20Irish%20Glen%20of%20Imaal.JPG%20(optimized_original).jpg",,
"040","Irish softcoated wheaten terrier",3,"3 – Terriere",,,,,,,"https://www.thesprucepets.com/thmb/ynY6eg878RzkwXw9Au9aF7F3_jQ=/1500x1000/filters:fill(auto,1)/GettyImages-466537013-1115343d979f49658c4874b6e72b2d1e.jpg",,
"139","Irish terrier",3,"3 – Terriere",,,,,,,"https://animalsbreeds.com/wp-content/uploads/2014/07/Irish-Terrier-5.jpg",,
"345","Jack russell terrier",3,"3 – Terriere",,,,,,,"https://breedadvisor.com/wp-content/uploads/2020/02/JACK-RUSSELL-TERRIER-SIZE.jpg",,
"259","Japansk terrier",3,"3 – Terriere",,,,,,,"https://dogbreeds.wiki/uploads/j/japanese-terrier-photo-2.jpg",,
"003","Kerry blue terrier",3,"3 – Terriere",,,,,,,"https://www.edogs.de/magazin/wp-content/uploads/kerry-blue-terrier-draussen.jpg",,
"070","Lakeland terrier",3,"3 – Terriere",,,,,,,"https://media-be.chewy.com/wp-content/uploads/2021/06/28160314/LakelandTerrier-FeaturedImage.jpg",,
"071","Manchester terrier",3,"3 – Terriere",,,,,,,"https://animalsbreeds.com/wp-content/uploads/2014/07/Manchester-Terrier-3.jpg",,
"011","Miniature bull terrier",3,"3 – Terriere",,,,,,,"https://www.thekennelclub.org.uk/media/1533/bull-terrier-miniature-standing.jpg?mode=pad&width=1000&rnd=132143783680000000",,
